PieForThree slone {'id': '7.634322642021581e+17', 'user_screen': 'PieForThree', 'original_author': 'slone', 'user_location': 'United States', 'user_id': 3575972834.0, 'created_at': 'Wed Aug 10 17:50:10 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 23.0, 'user_following': False, 'user_followers': 1600.0, 'user_friends': 1499.0, 'user_statuses': 29472.0, 'tweet_text': 'RT @slone: Hillary will be well-medicated for the debates - but there are ways to trigger seizures -- situation could do it. https://t.co/gâ€¦'}
PieForThree gwesnow {'id': '7.6343267210639e+17', 'user_screen': 'PieForThree', 'original_author': 'gwesnow', 'user_location': 'United States', 'user_id': 3575972834.0, 'created_at': 'Wed Aug 10 17:51:47 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 73.0, 'user_following': False, 'user_followers': 1600.0, 'user_friends': 1499.0, 'user_statuses': 29472.0, 'tweet_text': "RT @gwesnow: @AMCaristi @DineshDSouza @realDonaldTrump @Reince They should show Hillary ' s America during rally while waiting for #Trump tâ€¦"}
OHCircuitRider realDonaldTrump {'id': '7.63431479011574e+17', 'user_screen': 'OHCircuitRider', 'original_author': 'realDonaldTrump', 'user_location': 'Dublin, OH', 'user_id': 18810217.0, 'created_at': 'Wed Aug 10 17:47:03 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 9810.0, 'user_following': False, 'user_followers': 2554.0, 'user_friends': 2055.0, 'user_statuses': 120235.0, 'tweet_text': 'RT @realDonaldTrump: My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM'}
OHCircuitRider realDonaldTrump {'id': '7.634336039634899e+17', 'user_screen': 'OHCircuitRider', 'original_author': 'realDonaldTrump', 'user_location': 'Dublin, OH', 'user_id': 18810217.0, 'created_at': 'Wed Aug 10 17:55:29 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 4826.0, 'user_following': False, 'user_followers': 2554.0, 'user_friends': 2055.0, 'user_statuses': 120235.0, 'tweet_text': 'RT @realDonaldTrump: I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D'}
stevehufford041 realDonaldTrump {'id': '7.634327411028129e+17', 'user_screen': 'stevehufford041', 'original_author': 'realDonaldTrump', 'user_location': 'Missouri, USA', 'user_id': 7.59067644678976e+17, 'created_at': 'Wed Aug 10 17:52:04 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 9810.0, 'user_following': False, 'user_followers': 400.0, 'user_friends': 956.0, 'user_statuses': 5006.0, 'tweet_text': 'RT @realDonaldTrump: My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM'}
BigOldTractor realDonaldTrump {'id': '7.63433589333631e+17', 'user_screen': 'BigOldTractor', 'original_author': 'realDonaldTrump', 'user_location': 'Off The Grid', 'user_id': 7.50458078441513e+17, 'created_at': 'Wed Aug 10 17:55:26 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 4826.0, 'user_following': False, 'user_followers': 456.0, 'user_friends': 627.0, 'user_statuses': 3391.0, 'tweet_text': 'RT @realDonaldTrump: I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D'}
Balscadden tabletmag {'id': '7.634335603007489e+17', 'user_screen': 'Balscadden', 'original_author': 'tabletmag', 'user_location': nan, 'user_id': 344881103.0, 'created_at': 'Wed Aug 10 17:55:19 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 4.0, 'user_following': False, 'user_followers': 15.0, 'user_friends': 58.0, 'user_statuses': 1394.0, 'tweet_text': 'RT @tabletmag: "When ridicule replaces reasoned discourse, thereâ€™s no longer a place for persuasion." @__jbernstein #TrumpWatch https://t.câ€¦'}
teslaandspaceX realDonaldTrump {'id': '7.63434748039397e+17', 'user_screen': 'teslaandspaceX', 'original_author': 'realDonaldTrump', 'user_location': nan, 'user_id': 64276999.0, 'created_at': 'Wed Aug 10 18:00:02 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 4826.0, 'user_following': False, 'user_followers': 232.0, 'user_friends': 1.0, 'user_statuses': 30566.0, 'tweet_text': 'RT @realDonaldTrump: I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D'}
RevanAthame JimmyBear2 {'id': '7.634318721605631e+17', 'user_screen': 'RevanAthame', 'original_author': 'JimmyBear2', 'user_location': 'The Ultra Renegade Universe', 'user_id': 3313618153.0, 'created_at': 'Wed Aug 10 17:48:36 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 5.0, 'user_following': False, 'user_followers': 11030.0, 'user_friends': 8247.0, 'user_statuses': 181576.0, 'tweet_text': 'RT @JimmyBear2: Paul Ryan Admits Trump could lead to a Democratic Sweep, Supermajority - https://t.co/WViViuEtee'}
RevanAthame JimmyBear2 {'id': '7.63432091166073e+17', 'user_screen': 'RevanAthame', 'original_author': 'JimmyBear2', 'user_location': 'The Ultra Renegade Universe', 'user_id': 3313618153.0, 'created_at': 'Wed Aug 10 17:49:29 +0000 2016', 'favorite_count': 0.0, 'retweet_count': 3.0, 'user_following': False, 'user_followers': 11030.0, 'user_friends': 8247.0, 'user_statuses': 181576.0, 'tweet_text': 'RT @JimmyBear2: 8 Things You Can Do to Cost Donald Trump Millions https://t.co/4PpU4AyOix'}
